X,Y,Count,Date,Time,Lat,Long,Speed,Altitude,GSR,normal_GSR,Walk
-2444.90997629267,6684617.10524461,833,2/6/2018,10:25:20,51.544044000000000,-0.021963000000000,2.460000000000000,8.000000000000000,589,0.4629629630,0
-2444.90997629267,6684617.10524461,834,2/6/2018,10:25:20,51.544044000000000,-0.021963000000000,2.460000000000000,8.000000000000000,598,0.6296296296,0
-2444.68733731108,6684616.56965477,835,2/6/2018,10:25:21,51.544041000000000,-0.021961000000000,1.480000000000000,8.000000000000000,587,0.4259259259,0
-2444.57601782029,6684615.85553505,836,2/6/2018,10:25:22,51.544037000000003,-0.021960000000000,2.060000000000000,8.000000000000000,588,0.4444444444,0
-2444.57601782029,6684615.85553505,837,2/6/2018,10:25:22,51.544037000000003,-0.021960000000000,2.060000000000000,7.300000000000000,590,0.4814814815,0
-2443.68546189394,6684614.42729577,838,2/6/2018,10:25:23,51.544029000000002,-0.021952000000000,2.300000000000000,7.300000000000000,585,0.3888888889,0
-2444.24205934791,6684613.17758662,839,2/6/2018,10:25:24,51.544021999999998,-0.021957000000000,2.820000000000000,7.300000000000000,587,0.4259259259,0
-2444.24205934791,6684613.17758662,840,2/6/2018,10:25:24,51.544021999999998,-0.021957000000000,2.820000000000000,7.500000000000000,589,0.4629629630,0
-2444.57601782029,6684611.74934782,841,2/6/2018,10:25:25,51.544013999999997,-0.021960000000000,2.280000000000000,7.500000000000000,585,0.3888888889,0
-2444.57601782029,6684611.74934782,842,2/6/2018,10:25:25,51.544013999999997,-0.021960000000000,2.280000000000000,7.200000000000000,588,0.4444444444,0
-2444.79865680187,6684610.32110928,843,2/6/2018,10:25:26,51.544006000000003,-0.021962000000000,3.630000000000000,7.200000000000000,584,0.3703703704,0
-2444.46469832949,6684608.35728169,844,2/6/2018,10:25:27,51.543995000000002,-0.021959000000000,3.000000000000000,7.200000000000000,587,0.4259259259,0
-2444.46469832949,6684608.35728169,845,2/6/2018,10:25:27,51.543995000000002,-0.021959000000000,3.000000000000000,7.000000000000000,590,0.4814814815,0
-2444.13073985711,6684606.92904374,846,2/6/2018,10:25:28,51.543987000000001,-0.021956000000000,2.720000000000000,7.000000000000000,585,0.3888888889,0
-2444.13073985711,6684606.92904374,847,2/6/2018,10:25:28,51.543987000000001,-0.021956000000000,2.720000000000000,7.000000000000000,588,0.4444444444,0
-2443.57414240315,6684604.96521698,848,2/6/2018,10:25:29,51.543976000000001,-0.021951000000000,4.890000000000000,7.000000000000000,585,0.3888888889,0
-2443.57414240315,6684604.96521698,849,2/6/2018,10:25:29,51.543976000000001,-0.021951000000000,4.890000000000000,6.500000000000000,587,0.4259259259,0
-2442.57226698601,6684602.82286106,850,2/6/2018,10:25:30,51.543964000000003,-0.021942000000000,5.130000000000000,6.500000000000000,584,0.3703703704,0
-2442.23830851363,6684601.5731537,851,2/6/2018,10:25:31,51.543956999999999,-0.021939000000000,3.590000000000000,6.500000000000000,588,0.4444444444,0
-2442.23830851363,6684601.5731537,852,2/6/2018,10:25:31,51.543956999999999,-0.021939000000000,3.590000000000000,6.700000000000000,590,0.4814814815,0
-2441.79303055046,6684600.14491695,853,2/6/2018,10:25:32,51.543948999999998,-0.021935000000000,1.740000000000000,6.700000000000000,588,0.4444444444,0
-2441.23643309649,6684598.71668046,854,2/6/2018,10:25:33,51.543940999999997,-0.021930000000000,2.800000000000000,6.700000000000000,588,0.4444444444,0
-2441.23643309649,6684598.71668046,855,2/6/2018,10:25:33,51.543940999999997,-0.021930000000000,2.800000000000000,7.900000000000000,590,0.4814814815,0
-2441.1251136057,6684597.46697373,856,2/6/2018,10:25:34,51.543934000000000,-0.021929000000000,4.000000000000000,7.900000000000000,588,0.4444444444,0
-2441.1251136057,6684597.46697373,857,2/6/2018,10:25:34,51.543934000000000,-0.021929000000000,4.000000000000000,8.600000000000000,591,0.5000000000,0
-2440.45719666094,6684595.3246198,858,2/6/2018,10:25:35,51.543922000000002,-0.021923000000000,4.940000000000000,8.600000000000000,588,0.4444444444,0
-2440.45719666094,6684595.3246198,859,2/6/2018,10:25:35,51.543922000000002,-0.021923000000000,4.940000000000000,8.000000000000000,590,0.4814814815,0
-2440.45719666094,6684594.7890314,860,2/6/2018,10:25:36,51.543919000000002,-0.021923000000000,1.830000000000000,8.000000000000000,584,0.3703703704,0
-2440.45719666094,6684593.36079585,861,2/6/2018,10:25:37,51.543911000000001,-0.021923000000000,2.300000000000000,8.000000000000000,586,0.4074074074,0
-2440.45719666094,6684593.36079585,862,2/6/2018,10:25:37,51.543911000000001,-0.021923000000000,2.300000000000000,8.400000000000000,589,0.4629629630,0
-2440.34587717014,6684591.93256056,863,2/6/2018,10:25:38,51.543903000000000,-0.021922000000000,3.590000000000000,8.400000000000000,584,0.3703703704,0
-2440.01191869776,6684589.96873744,864,2/6/2018,10:25:39,51.543892000000000,-0.021919000000000,4.830000000000000,8.400000000000000,586,0.4074074074,0
-2440.01191869776,6684589.96873744,865,2/6/2018,10:25:39,51.543892000000000,-0.021919000000000,4.830000000000000,8.800000000000001,588,0.4444444444,0
-2439.12136277142,6684588.54050274,866,2/6/2018,10:25:40,51.543883999999998,-0.021911000000000,2.870000000000000,8.800000000000001,583,0.3518518519,0
-2439.01004328062,6684586.57668045,867,2/6/2018,10:25:41,51.543872999999998,-0.021910000000000,2.910000000000000,8.800000000000001,586,0.4074074074,0
